dataset,instruction,input,output,alternative_a,alternative_b,alternative_c,alternative_d
MedMCQA,"A carta de publicidade de medicamentos é um componente necessário de cada formulação de medicamento e contém várias informações sobre o medicamento, como dosagem, frequência e meia-vida do medicamento. Qual das seguintes informações não precisa ser fornecida na carta de publicidade de medicamentos?",,B,Artigos de pesquisa e outros documentos que comprovem a eficácia do medicamento,Data de validade do medicamento,"Efeitos adversos raros, mas graves e que representam risco de vida","Efeitos adversos comuns, mas não tão graves"
MedMCQA,"Em um paciente com fratura recente da órbita, a melhor conduta imediata é",,A,Aguardar e observar,Tamponamento antral,Malha de titânio,Malha de contas de vidro
MedMCQA,Qual dos seguintes medicamentos pode ser interrompido abruptamente sem quaisquer sintomas de abstinência?,,B,Esctilaopram,Fluoxetine,Fluvoxamine,Seraline
MedMCQA,Defeito visual em forma de fechadura é visto em lesão envolvendo qual das seguintes regiões?,,C,Disco óptico,Quiasma óptico,Corpo geniculado lateral,Lobo occipital
MedMCQA,A interface de tecido mole-dente que se forma após a cirurgia de retalho em uma área previamente desnudada é,,A,Epitélio juncional longo,Adesão de colágeno,Cicatrização de tecido,Fixação de tecido conjuntivo
MedMCQA,O teste realizado para uma mudança estatisticamente significativa nos valores de colesterol em um grupo de pacientes após um programa de intervenção é:,,B,Teste qui-quadrado,"Teste ""t"" pareado","Teste ""t"" não pareado",Teste de Fisher
MedMCQA,A vacina Mw é preparada a partir de:,,B,Mycobacterium bovis,Mycobacterium indicus pranii,Mycobacterium welchii,Mycobacterium tuberculosis
MedMCQA,Guias de planos são:,,A,Localizados adjacentes à área edêntula,Localizados muito anterior à área edêntula,Auxiliam na estabilidade da dentadura,Proporcionam um caminho diferente de inserção e remoção
MedMCQA,Reflexo que nunca desaparece:,,D,Reflexo de caminhar e pisar,Reflexo de colocação de membros,Reflexo de paraquedas,Todos os acima
MedMCQA,A toxicidade da vitamina D é tratada com,,C,Cloroquina,Hidroxicloroquina,Dexametasona,Cetoconazol
MedMCQA,Qual dos seguintes não é um componente do qSOFA?,,D,Frequência respiratória >22/min,Pressão arterial sistólica <100 mmHg,Estado mental alterado,Pupilas desiguais dilatadas
MedMCQA,Quanto mel pode ser esticado de uma vez antes de fraturar:,,B,1%,2%,6%,8%
MedMCQA,As amígdalas se desenvolvem a partir de:,,B,Parte ventral da 3ª bolsa.,Parte ventral da 2ª bolsa.,Parte dorsal da 2ª bolsa.,Parte ventral da 3ª bolsa.
MedMCQA,Gutta Percha pode ser efetivamente esterilizada por?,,B,Esterilizador de sal quente,Soluções químicas,Autoclavagem,Calor seco
MedMCQA,Qual dessas condições não requer profilaxia SABE,,D,MR,ASD,MS,CABG
MedMCQA,O suprimento motor do músculo infra-hióideo é:,,A,Ramos do plexo cervical,Nervo vago,Nervo glossofaríngeo,Nervo mandibular
MedMCQA,Esta direção de força pode causar:,,C,Reduzir a sobremordida,Agravar a mordida aberta,Ambos,Nenhum
MedMCQA,Cistinúria é caracterizada por -,,D,Aminoacidúria generalizada,Acidose sistêmica,Deposição de cristais de cistina nas células tubulares renais,Cálculos urinários recorrentes
MedMCQA,"Paciente com queixa de dificuldade respiratória após transfusão de PPF, taquicárdico, taquipneico, apresentou sinal de asa de morcego no raio-x. Qual será a possível razão?",,B,Lesão pulmonar relacionada à transfusão,Devido à sobrecarga de PPF,Acidose tubular renal aguda,Hemoglobinúria
MedMCQA,Qual destas não é uma teoria de anquilose da ATM?,,B,Calcificação nos tecidos moles ao redor do espaço articular,Fluido sinovial atraindo íons de cálcio,Deslocamento lateral do côndilo fraturado com fusão com o osso zigomático,Explosão condilar
MedMCQA,A impressão digital (FINDER) envolve registrar as impressões dos 8 dedos. Qual par de dedos é excluído?,,C,Dedo anelar,Polegar,Dedo mínimo,Dedo médio
MedMCQA,"O composto de impressão é caracterizado por todos os seguintes, exceto:",,B,Deforma em temperatura ambiente,É um material termofixo,Mostra aumento de fluxo quando amassado com água,Baixo coeficiente de condutividade térmica
MedMCQA,"Nos síndromes de galactorreia-amenorreia, qual é a investigação que você deve aconselhar (além do prolactina sérica)?",,A,TSH,LH,hCG,Cetonas urinárias
MedMCQA,O que é comum na preparação de cavidade de classe I para amálgama e inlay de ouro?,,B,Paredes divergentes bucolingualmente,Paredes divergentes mesiodistalmente,A profundidade máxima é necessária em ambos os casos para fornecer espessura suficiente,Todas as alternativas acima
MedMCQA,A cirurgia periodontal é melhor realizada,,A,4 semanas após a conclusão da fase higiênica,8 semanas após a conclusão da fase restauradora,4 semanas antes da conclusão dos ajustes oclusais,Imediatamente após a conclusão da fase higiênica
MedMCQA,As glândulas endócrinas que não são influenciadas pela glândula pituitária incluem:,,B,"Glândula tireoide, testículos e medula adrenal","Medula adrenal, paratireoides e ilhotas de Langerhans","Córtex adrenal, paratireoides e ovários","Pâncreas, medula adrenal e glândula tireoide"
MedMCQA,"O reflexo de enraizamento, também conhecido como reflexo de busca, desaparece:",,C,2 meses,3 meses,4 meses,5 meses
MedMCQA,Os complexos motores migratórios no intestino reaparecem após intervalos de:,,B,60 minutos,90 minutos,120 minutos,150 minutos
MedMCQA,IV ultrashort acting barbiturate:,,C,Meprobamato,Pentobarbitona,Tiopentona,Fenobarbitona
MedMCQA,O componente que sensibiliza bactérias e vírus à irradiação UV,,D,Lipídios,Carboidratos,Sais inorgânicos,Ácidos nucleicos
MedMCQA,"Todos esses estão incluídos na engenharia de tecidos ativos, exceto",,D,Antígenos fibroblastos,Terapia celular em duas camadas,Derivado da matriz do esmalte,Matriz dérmica acelular
MedMCQA,Para qual das seguintes situações o PPV-23 é mais benéfico:,,B,Paciente com fibrose cística,Paciente com anemia falciforme,Paciente com rinite e sinusite recorrentes,Criança com menos de 2 anos
MedMCQA,A característica histopatológica do carcinoma basocelular é,,A,Palisade nuclear,Pérolas de queratina,Corpos de psamoma,Células de espuma
MedMCQA,Tumor mediastinal mais comum:,,A,Tumor neurogênico,Timoma,Linfoma,Cisto broncogênico
MedMCQA,"Todas são ramos do ECA que suprem o septo nasal, exceto:",,A,A) Artéria etmoidal anterior,B) Artéria esfenopalatina,C) Artéria facial,D) Artéria labial superior
MedMCQA,"Todos esses são variáveis contínuas, exceto:",,C,Altura em cm,Peso em kg,"Grupos sanguíneos A, B, ABO",Idade em anos e meses
MedMCQA,Qual tipo de protrusão lingual a seguir tem o pior prognóstico?,,C,Simples,Complexa,Deglutição infantil retida,Todas as anteriores
MedMCQA,A inibição de CYP50 é menor por:,,B,Pantoprazol,Rabeprazol,Lansoprazol,Omeprazol
MedMCQA,Qual dos seguintes é um componente da Pentalogia de Fallot –,,A,Defeito do septo atrial (ASD),Ducto arterioso patente (PDA),Coarctação da aorta (COA),Hipertrofia ventricular esquerda (LVH)
MedMCQA,O elemento contrátil em um músculo esquelético está presente em:,,C,Sarcolema,Sarcoplasma,Miofibrila,Endomísio
MedMCQA,Cherry red spot e Hollenhorst plaque são vistos em:,,A,CRAO,CRVO,Branch RAO,Branch RVO
MedMCQA,Qual é a localização ideal para a anestesia intraóssea para os segundos molares mandibulares?,,B,Distal ao molar,Mesial ao molar,Na área de furcação,Perfuração apical e injeção
MedMCQA,Qual das afirmações é verdadeira em relação à VENTOUSE:,,A,Abrasões leves no couro cabeludo e hematomas subgaleais em recém-nascidos são mais frequentes do que fórceps,Pode ser aplicado quando a cabeça fetal está acima do nível da espinha isquiática,Trauma materno é mais frequente do que fórceps,Não pode ser usado quando a cabeça fetal não está totalmente rotacionada
MedMCQA,"Após limpar e polir a superfície do dente, a formação de placa ocorre dentro de",,B,A) Alguns minutos,B) 1/2 a 1 hora,C) 2 a 4 horas,D) Após 1 hora
MedMCQA,Qual das seguintes estruturas não está presente no assoalho do terceiro ventrículo?,,B,Haste óptica,Terceiro nervo,Infundíbulo,Corpo mamilar
MedMCQA,Os problemas de fala em pacientes com fissura palatina são devidos a,,B,Lambida da língua,Incapacidade do palato mole de impedir que o ar entre na nasofaringe,Incapacidade do processo de aprendizagem,Todas as alternativas acima
MedMCQA,"De acordo com a definição da OMS de perda auditiva, qual é o valor para classificar como perda auditiva profunda?",,B,61-71 dB,>81 dB,>91 dB,>101 dB
MedMCQA,"O que definiremos como ""razão do número de mortes com menos de 1 ano de idade para o total de nascimentos vivos por 1000 nascimentos vivos por ano?""",,A,Taxa de mortalidade infantil,Taxa de mortalidade infantil,Taxa de morbidade infantil,Taxa de expectativa de vida
MedMCQA,"As áreas de pressão necrosante, passando por reabsorção óssea e formação óssea endosteal",,B,Periodontite juvenil,Trauma oclusal,Periodontite supurativa crônica,ANUG
MedMCQA,CLED é um meio melhor do que o meio MacConkey para o processamento de amostras de urina,,D,Diferencia bactérias LF de bactérias NLF,Previne o enxame de proteus,Identifica pseudomonas,"Permite o crescimento de staphylococcus, Streptococcus e candida"
MedMCQA,A pré-maturidade na posição de borda a borda é aliviada pela redução de:,,A,Borda incisal mandibular.,Fossa lingual maxilar.,Ambos AB,Qualquer AB
MedMCQA,Método mais eficaz de avaliar a respiração é medindo:,,D,Volume corrente,Frequência respiratória,Ventilação alveolar,VEF 1
MedMCQA,O principal objetivo dos ensaios clínicos de fase 1 é:,,C,Segurança,Efetividade,Dose,Farmacocinética
MedMCQA,Os dados de pressão arterial de 200 pessoas foram coletados. O primeiro quartil da pressão arterial dos dados foi de 94 mm Hg e o terceiro quartil foi de 110 mm. Quantos pacientes têm pressões arteriais entre o terceiro e o quarto quartil?,,B,25,50,100,200
MedMCQA,Qual das seguintes opções define a pressão no sistema vascular na ausência de fluxo sanguíneo? (Perguntado duas vezes),,C,Pressão de pulso,Pressão crítica de fechamento,Pressão média de enchimento circulatório,Pressão de perfusão
MedMCQA,O melhor parâmetro para avaliação por ultrassom de IUGR é:,,C,Membrana placentária,Comprimento do fêmur,Circunferência abdominal,BPD
MedMCQA,"De acordo com a classificação da OMS de patologia periapical, o seio para a cavidade oral está classificado como:",,D,4.6,4.6,4.61,4.62
MedMCQA,"Em uma criança, foi realizada uma cirurgia para estenose biliar com anastomose hepatojejunal. O nível de bilirrubina pós-operatória após 2 semanas foi de 6 mg/dL, a partir de um nível pré-operatório de 12 mg/dL. A razão para isso pode ser:",,C,Redução normal da bilirrubina leva tempo,Estenose anastomótica,Bilirrubina delta,Erro na técnica laboratorial
MedMCQA,"Uma menina de 2 meses apresenta falha no crescimento, poliúria e nefrocalcinose medular afetando ambos os rins. As investigações mostram pH sanguíneo 7,48, bicarbonato 25 mEq/l, potássio 2 mEq/l, sódio 126 mEq/l e cloreto 88 mEq/l. O diagnóstico mais provável é -",,C,Acidose tubular renal distal,Hiperaldosteronismo primário,Síndrome de Bartter,Pseudohipoaldosteronismo
MedMCQA,Dentes de resina:,,D,Mostram alta resistência à compressão,Contraindicado em pacientes com diminuição da distância interoclusal,Mostram craquelamento,Mostram alta resistência à fratura
MedMCQA,"No traço de alfa-talassemia, a eletroforese mostra:",,B,Aumento de HbF e HbA2 normal,HbF normal e HbA2 normal,HbF normal e HbA2 diminuída,HbF diminuída e HbA2 normal
MedMCQA,"A zona de estimulação contém todos, exceto:",,B,Fibroblastos,Osteoclastos,Osteoblastos,Formação de novo osso
MedMCQA,Número mínimo de lobos necessários para formar um dente,,A,1,2,3,4
MedMCQA,"Na camada odontoblástica, as seguintes conexões são encontradas",,D,Zona adherens,Junções gap,Zonula occludens,Todas as anteriores
MedMCQA,"Todas são características do Tétano Neonatal, exceto -",,C,Recusa em se alimentar é um sintoma inicial comum,Causado por clostridium tetani,Normalmente ocorre nos primeiros 2 dias de vida,A mortalidade é de 50-75%.
MedMCQA,"Ao avaliar mortes infantis, o teste de Ploucquet envolve:",,C,Mudança na gravidade específica dos pulmões,Presença de ar no estômago e duodeno,Mudança no peso parcial dos pulmões,Ar no ouvido médio
MedMCQA,A curva de crescimento de Scammon. Falso é,,C,Tecidos neurais - A maioria do crescimento é concluída aos 6 anos,Tecidos linfoides - o crescimento atinge 200% aos 13 anos e regreda depois,Tecidos genitais - a maioria do crescimento é concluída na idade da puberdade,Nenhuma das opções acima
MedMCQA,O transporte de CO é limitado pela difusão porque,,A,Se liga avidamente à Hb,A pressão parcial de CO é menor,CO é menos absorvido na água,A membrana alveolar é menos permeável
MedMCQA,Acetazolamida é administrada a um paciente com glaucoma de fechamento angular. É um inibidor não competitivo da enzima anidrase carbônica. Qual deve ser o efeito deste medicamento?,,A,Diminuição em Vmax,Diminuição em Km,Aumento tanto em Km quanto em Vmax,Nenhuma mudança em Vmax
MedMCQA,"Todas as afirmações são verdadeiras sobre a indução em sequência rápida realizada em um paciente cardíaco em emergência, exceto:",,D,O agente indutor e o relaxante neuromuscular são administrados juntos,O paciente é pré-oxigenado por 3 minutos antes do procedimento,A pressão cricoide deve ser aplicada até que o tubo endotraqueal tenha sido fixado com um cuff,A indução deve ser feita com tiopentato de sódio e succinilcolina para relaxamento muscular
MedMCQA,"Uma mulher de 25 anos apresenta perda súbita e grave de visão bilateral, mais pronunciada no lado direito, sem percepção de luz. O restante do exame, incluindo reflexos pupilares, fundo de olho e nistagmo optocinético, é normal. Ela conseguia tocar as pontas dos dedos com o olho direito fechado, mas não com o olho esquerdo fechado. O diagnóstico mais provável é:",,D,Neurite óptica,Neuropatia óptica isquêmica anterior,Retinite por CMV,Perda funcional da visão
MedMCQA,"Um homem de 60 anos apresenta vesículas dolorosas, 141 oupet. sobre placas eritematosas na região do dermatoma T3 do tronco. Qual dos seguintes seria o organismo causador mais provável?",,A,Varicela zoster,Herpes simples,Vírus da varíola,Vírus do papiloma
MedMCQA,"Um paciente recebe 200 mg de um medicamento. 75 mg do medicamento são eliminados do corpo em 90 minutos. Se o medicamento seguir a cinética de primeira ordem, quanto medicamento restará após 6 horas?",,C,"12,5 mg",25 mg,30 mg,50 mg
MedMCQA,O efeito colateral mais comum da administração oral de ampicilina é,,B,Choque anafilático,Diarréia,Candidíase oral,Insuficiência renal
MedMCQA,"Os efeitos adversos do salbutamol são todos, exceto",,C,Tremores,Taquicardia,Hipoglicemia,Hipocalemia
MedMCQA,O microorganismo extraradicular mais comum é/ são:,,D,Espécies de Actinomyces.,Propioni bacterium.,Propionicum.,Todos os acima.
MedMCQA,A angina de Ludwig é caracterizada por,,A,Língua elevada,Elevação do lóbulo da orelha,Trismo,Inchaço unilateral
MedMCQA,Menor pressão de condensação é necessária em:,,A,"Liga de amálgama esférica, alta cobre","Liga de amálgama mista, alta cobre","Liga de amálgama mista, baixa cobre",Liga de amálgama cortada no torno
